Item Code,Item Description,Serial Number,Delivery Number,Shipment Date,Customer Number,Customer Name,Stat Group 1,Stat Group 2
RT-2000,365 POS System w/MSR,KSK8567,SD-1911755,12/11/2019,C003703,Eurest - Scranton,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8568,SD-1911756,12/11/2019,C004030,Eurest - Jacksonville,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8569,SD-1911757,12/11/2019,C004037,Eurest-Plymouth,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8570,SD-1911758,12/11/2019,C003701,Eurest - Hartford,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8571,SD-1911829,12/13/2019,C004026,Cobham,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8572,SD-1911829,12/13/2019,C004026,Cobham,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8573,SD-1911880,12/16/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8574,SD-1911880,12/16/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8575,SD-1911880,12/16/2019,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8576,SD-1912007,12/19/2019,C004011,Canteen Dining- Sonova,CANTN,CDIN
SV-0215,Relocation Fee,KSK8576,SD-2005964,7/16/2020,C004555,Canteen Dining- Aurora,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8577,SD-1912008,12/19/2019,C004027,Canteen Dining- UMA,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8577,SD-2201404,2/2/2022,C005895,Canteen Dining- Memphis_56129,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8578,SD-1912008,12/19/2019,C004027,Canteen Dining- UMA,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8578,SD-2201404,2/2/2022,C005895,Canteen Dining- Memphis_56129,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8578_1,SD-2207465,6/2/2022,C006387,Canteen Dining- GE Gas Tur_44683,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8579,SD-1912008,12/19/2019,C004027,Canteen Dining- UMA,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8579,SD-2201404,2/2/2022,C005895,Canteen Dining- Memphis_56129,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8580,SD-1912115,12/23/2019,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0315,Partial Data Move,KSK8580,SD-2105438,5/27/2021,C005338,Eurest - Medical Mutual Cleveland,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8581,SD-1912115,12/23/2019,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0315,Partial Data Move,KSK8581,SD-2105438,5/27/2021,C005338,Eurest - Medical Mutual Cleveland,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8582,SD-1912227,12/27/2019,C003994,Canteen Dining- North Charleston(2),CANTN,CDIN
SV-0315,Partial Data Move,KSK8582,SD-2201415,2/2/2022,C005947,Olgoonik Management ,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8583,SD-1912227,12/27/2019,C003994,Canteen Dining- North Charleston(2),CANTN,CDIN
SV-0315,Partial Data Move,KSK8583,SD-2201415,2/2/2022,C005947,Olgoonik Management ,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8584,SD-1912227,12/27/2019,C003994,Canteen Dining- North Charleston(2),CANTN,CDIN
SV-0315,Partial Data Move,KSK8584,SD-2201415,2/2/2022,C005947,Olgoonik Management ,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8585,SD-1912228,12/27/2019,C003996,Canteen Dining- Huger,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8586,SD-1912228,12/27/2019,C003996,Canteen Dining- Huger,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8587,SD-1912167,12/24/2019,C004034,Canteen Dining- Crown Point,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8588,SD-2000087,1/7/2020,C003958,Eurest - Dexcom-San Diego,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8589,SD-2000087,1/7/2020,C003958,Eurest - Dexcom-San Diego,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8590,SD-2000096,1/7/2020,C004105,Eurest - Bloomfield (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8591,SD-2000263,1/10/2020,C004089,Canteen Dining- Warrenville (2),CANTN,CDIN
SV-0216,Relocation Fee - CFG ,KSK8591,SD-2105471,5/27/2021,C005381,Canteen Dining- Madison Corrections,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8591,SD-2214557,9/30/2022,C005426,Canteen Dining- NWTC,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8592,SD-2000360,1/13/2020,C004095,Canteen Dining- Metco,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8593,SD-2000362,1/13/2020,C004090,Canteen Dining- VF Outdoors,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8594,SD-2000362,1/13/2020,C004090,Canteen Dining- VF Outdoors,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8595,SD-2000361,1/13/2020,C004095,Canteen Dining- Metco,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8596,SD-2000672,1/21/2020,C004007,Hikma,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8597,SD-2000777,1/23/2020,C004100,Eurest - St. Louis (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8598,SD-2001427,2/10/2020,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8599,SD-2001427,2/10/2020,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8600,SD-2001427,2/10/2020,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8601,SD-2001529,2/12/2020,C000348,Be's Vending Service Inc.,CANTN,CFG
RT-2000,365 POS System w/MSR,KSK8602,SD-2001853,2/19/2020,C004181,Executive Dining,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8603,SD-2001854,2/19/2020,C004107,Canteen Dining- Generac,CANTN,CDIN
SV-0315,Partial Data Move,KSK8603,SD-2109034,8/26/2021,C000132,Canteen Milwaukee Branch,CANTN,CNC
SV-0315,Partial Data Move,KSK8603_2,SD-2109290,9/1/2021,C004107,Canteen Dining- Generac,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8604,SD-2001942,2/21/2020,C004168,Eurest - Naperville (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8605,SD-2001942,2/21/2020,C004168,Eurest - Naperville (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8606,SD-2001942,2/21/2020,C004168,Eurest - Naperville (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8607,SD-2001942,2/21/2020,C004168,Eurest - Naperville (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8608,SD-2001942,2/21/2020,C004168,Eurest - Naperville (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8609,SD-2001987,2/24/2020,C003913,Eurest-Racine (2),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8610,SD-2001988,2/24/2020,C003912,Eurest-Racine,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8611,SD-2002133,2/27/2020,C004106,Eurest - Olathe,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8613,SD-2002199,2/28/2020,C004033,Eurest-Short Hill,CANTN,EUR
SV-0216,Relocation Fee - CFG ,KSK8613,SD-2203295,3/15/2022,C006289,Eurest - Zimmer Biomet,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8614,SD-2002199,2/28/2020,C004033,Eurest-Short Hill,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8615,SD-2002323,3/3/2020,C004178,Canteen Dining- Greensboro,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8616,SD-2002323,3/3/2020,C004178,Canteen Dining- Greensboro,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8617,SD-2002298,3/3/2020,C004130,Canteen Dining- Big Rapids,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8617,SD-2200752,1/20/2022,C004130,Canteen Dining- Big Rapids,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8618,SD-2002323,3/3/2020,C004178,Canteen Dining- Greensboro,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8619,SD-2002556,3/9/2020,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0315,Partial Data Move,KSK8619,SD-2104910,5/18/2021,C005339,Eurest - Medical Mutual Brooklyn,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8620,SD-2002556,3/9/2020,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8621,SD-2002628,3/10/2020,C003923,Garden City Food Service,INDEP,OTR
SV-0215,Relocation Fee,KSK8621,SD-2008663,10/8/2020,C003923,Garden City Food Service,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8622,SD-2002628,3/10/2020,C003923,Garden City Food Service,INDEP,OTR
SV-0215,Relocation Fee,KSK8622,SD-2008663,10/8/2020,C003923,Garden City Food Service,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8623,SD-2002628,3/10/2020,C003923,Garden City Food Service,INDEP,OTR
SV-0215,Relocation Fee,KSK8623,SD-2008663,10/8/2020,C003923,Garden City Food Service,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8624,SD-2002628,3/10/2020,C003923,Garden City Food Service,INDEP,OTR
SV-0215,Relocation Fee,KSK8624,SD-2008663,10/8/2020,C003923,Garden City Food Service,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8625,SD-2002696,3/11/2020,C004167,Canteen Dining- Quinton_31607,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8626,SD-2002723,3/12/2020,C004254,Canteen Dining- Neenah (4),CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8627,SD-2002712,3/11/2020,C003660,Canteen Dining- Sumter,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8628,SD-2002698,3/11/2020,C004182,Eurest - Oklahoma City,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8629,SD-2003234,3/24/2020,C004098,Canteen Dining- Greenwood_3975,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8630,SD-2003235,3/24/2020,C004140,Eurest - Raritan,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8631,SD-2003235,3/24/2020,C004140,Eurest - Raritan,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8632,SD-2003260,3/26/2020,C004192,Executive Express,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8633,SD-2003794,4/14/2020,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2002,365 Order Station,KSK8635,SD-2004534,5/21/2020,C000183,Canteen Houston Branch,CANTN,CNC
RT-2000,365 POS System w/MSR,KSK8636,SD-2006104,7/21/2020,C004650,SIgnify,CANTN,CFG
RT-2002,365 Order Station,KSK8639,SD-2004823,6/4/2020,C004192,Executive Express,INDEP,OTR
SV-0215,Relocation Fee,KSK8639,SD-2108134,8/5/2021,C004192,Executive Express,INDEP,OTR
RT-2002,365 Order Station,KSK8640,SD-2005517,6/30/2020,C004556,FoodWorks-Long Island City,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8641,SD-2005329,6/25/2020,C004479,Canteen Dining- UPS Airport,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8642,SD-2005329,6/25/2020,C004479,Canteen Dining- UPS Airport,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8644,SD-2005614,7/6/2020,C004454,Canteen Dining- Austin MN,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8645,SD-2005614,7/6/2020,C004454,Canteen Dining- Austin MN,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8646,SD-2005614,7/6/2020,C004454,Canteen Dining- Austin MN,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8646,SD-2218064,12/1/2022,C005118,Canteen Dining- Raymond James_55463,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8647,SD-2005614,7/6/2020,C004454,Canteen Dining- Austin MN,CANTN,CDIN
SV-1215,Relocation Fee - Dining,KSK8647,SD-2209485,7/11/2022,C007351,Canteen Dining- Blackhawk Tech,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8648,SD-2004041,4/27/2020,C003418,Canteen Dining- Raleigh,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8649,SD-2004041,4/27/2020,C003418,Canteen Dining- Raleigh,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8650,SD-2004041,4/27/2020,C003418,Canteen Dining- Raleigh,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8657,SD-2006035,7/17/2020,C004590,Canteen Dining- WITC Superior,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8658,SD-2006036,7/17/2020,C004592,Canteen Dining- WITC Rice Lake,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8659,SD-2006034,7/17/2020,C004589,Canteen Dining- WITC Ashland,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8660,SD-2006037,7/17/2020,C004593,Canteen Dining- WITC-New Richmond,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8661,SD-2006887,8/18/2020,C004478,Blackstone Consulting,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8662,SD-2006373,7/29/2020,C004192,Executive Express,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8663,SD-2007129,8/25/2020,C004740,Canteen Dining- Rockford (2),CANTN,CDIN
SV-0077A,Order Setup,KSK8665,SD-2007532,9/8/2020,C004454,Canteen Dining- Austin MN,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8666,SD-2006887,8/18/2020,C004478,Blackstone Consulting,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8667,SD-2006887,8/18/2020,C004478,Blackstone Consulting,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8668,SD-2006728,8/12/2020,C004669,Canteen Dining- Kent Law School,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8669,SD-2006887,8/18/2020,C004478,Blackstone Consulting,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8670,SD-2005889,7/14/2020,C004192,Executive Express,INDEP,OTR
SV-0217,Relocation Fee - Indep Excl ,KSK8670,SD-2208027,6/13/2022,C004192,Executive Express,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8671,SD-2005890,7/14/2020,C004192,Executive Express,INDEP,OTR
SV-0215,Relocation Fee,KSK8671,SD-2106898,7/8/2021,C004192,Executive Express,INDEP,OTR
SV-0217,Relocation Fee - Indep Excl ,KSK8671 ,SD-2112165,11/2/2021,C004192,Executive Express,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8672,SD-2005915,7/14/2020,C004235,Canteen Dining- Allentown,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8673,SD-2005915,7/14/2020,C004235,Canteen Dining- Allentown,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8674,SD-2007033,8/21/2020,C004132,Aramark Corrections Services,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK8675,SD-2105640,6/2/2021,C004996,Aramark Corrections_Boulder Cty,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK8677,SD-2008698,10/9/2020,C004767,Eurest - Lincolnshire,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8678,SD-2008698,10/9/2020,C004767,Eurest - Lincolnshire,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8679,SD-2008699,10/9/2020,C004767,Eurest - Lincolnshire,CANTN,EUR
SV-1215,Relocation Fee - Dining,KSK8679,SD-2214756,10/4/2022,C004767,Eurest - Lincolnshire,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8680,SD-2009098,10/20/2020,C004923,Eurest - Hemlock Semi Conductor,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8681,SD-2009098,10/20/2020,C004923,Eurest - Hemlock Semi Conductor,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8682,SD-2009097,10/20/2020,C004126,Eurest - Naperville,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8684,SD-2009403,10/28/2020,C000122,Five Star Food Service Inc.,FIVES,CFG
RT-2000,365 POS System w/MSR,KSK8685,SD-2009403,10/28/2020,C000122,Five Star Food Service Inc.,FIVES,CFG
RT-2000,365 POS System w/MSR,KSK8686,SD-2009445,10/29/2020,C004948,Canteen Milwaukee Tool-Red Tag,CANTN,CNC
RT-2000,365 POS System w/MSR,KSK8687,SD-2009445,10/29/2020,C004948,Canteen Milwaukee Tool-Red Tag,CANTN,CNC
SV-0215,Relocation Fee,KSK8688,SD-2010027,11/17/2020,C002285,Sodexo-Tesoro,INDEP,OTR
SV-0215,Relocation Fee,KSK8689,SD-2203953,3/28/2022,C003814,Aramark - Philadelphia,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK8691,SD-2010173,11/20/2020,C002285,Sodexo-Tesoro,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8693,SD-2011120,12/21/2020,C005022,Canteen Dining- Eaton Fayetteville,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8694,SD-2011120,12/21/2020,C005022,Canteen Dining- Eaton Fayetteville,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8695,SD-2011121,12/21/2020,C005021,Canteen Dining- Purolator,CANTN,CDIN
SV-0215,Relocation Fee,KSK8695,SD-2102691,3/18/2021,C005021,Canteen Dining- Purolator,CANTN,CDIN
SV-0215,Relocation Fee,KSK86951,SD-2216887,11/10/2022,C007976,Canteen Dining-BAE Systems ,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8696,SD-2011121,12/21/2020,C005021,Canteen Dining- Purolator,CANTN,CDIN
SV-0215,Relocation Fee,KSK8696,SD-2102691,3/18/2021,C005021,Canteen Dining- Purolator,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8697,SD-2011122,12/21/2020,C004476,Eurest - Monroe - DTE,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8698,SD-2011224,12/23/2020,C004969,Canteen Dining- CommScope_7384,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8699,SD-2100225,1/11/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8700,SD-2100225,1/11/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8701,SD-2100225,1/11/2021,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8701,SD-2111109,10/11/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8712,SD-2100226,1/11/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8713,SD-2100226,1/11/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8714,SD-2100227,1/11/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8715,SD-2100227,1/11/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8720,SD-2101057,2/3/2021,C005076,Eurest - Defense Logistic Agency,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8721,SD-2101057,2/3/2021,C005076,Eurest - Defense Logistic Agency,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8723,SD-2101124,2/4/2021,C005171,Aramark Corrections_Leon County,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK8735,SD-2101917,3/1/2021,C004423,Aramark-BD_PwC-000018707,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK8736,SD-2102238,3/8/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8737,SD-2102327,3/9/2021,C005244,Cummins-COB,FIVES,CFG
RT-2000,365 POS System w/MSR,KSK8738,SD-2102327,3/9/2021,C005244,Cummins-COB,FIVES,CFG
RT-2000,365 POS System w/MSR,KSK8739,SD-2102327,3/9/2021,C005244,Cummins-COB,FIVES,CFG
RT-2000,365 POS System w/MSR,KSK8740,SD-2102327,3/9/2021,C005244,Cummins-COB,FIVES,CFG
RT-2000,365 POS System w/MSR,KSK8741,SD-2102341,3/10/2021,C000307,A.H. Hermel Food & Vending Company,CANTN,CFG
RT-2000,365 POS System w/MSR,KSK8742,SD-2102340,3/10/2021,C005232,Aramark Corrections_Arapahoe County,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK8743,SD-2102352,3/10/2021,C005226,Coffee Distributing Corporation,CANTN,CMP
RT-2000,365 POS System w/MSR,KSK8744,SD-2102561,3/16/2021,C005267,Eurest - Charlotte (3),CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8746,SD-2102714,3/19/2021,C004510,Canteen Dining- Virginia Beach,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8747,SD-2102714,3/19/2021,C004510,Canteen Dining- Virginia Beach,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8748,SD-2102714,3/19/2021,C004510,Canteen Dining- Virginia Beach,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8749,SD-2102714,3/19/2021,C004510,Canteen Dining- Virginia Beach,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8750,SD-2102714,3/19/2021,C004510,Canteen Dining- Virginia Beach,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8751,SD-2102716,3/19/2021,C005284,Eurest Dining - Woodloch Tower,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8752,SD-2103140,3/30/2021,C005271,Morrison Living- Hooverwood Living,CANTN,EUR
SV-0215,Relocation Fee,KSK8752,SD-2205884,5/3/2022,C005271,Morrison Living- Hooverwood Living,CANTN,EUR
SV-0315,Partial Data Move,KSK8752,SD-2106573,7/2/2021,C005271,Morrison Living- Hooverwood Living,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8753,SD-2103399,4/7/2021,C005068,Eurest - VHDA,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8754,SD-2103395,4/7/2021,C005282,Aramark Corrections_Orange County,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK8755,SD-2103808,4/19/2021,C005304,Aramark Corrections_Escambia County,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK8756,SD-2103810,4/19/2021,C005130,Canteen Dining- DIA,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8757,SD-2103810,4/19/2021,C005130,Canteen Dining- DIA,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8758,SD-2103811,4/19/2021,C000122,Five Star Food Service Inc.,FIVES,CFG
SV-0216,Relocation Fee - CFG ,KSK8758,SD-2104374,5/3/2021,C000423,Five Star Food Service - Ringgold B,FIVES,CFG
RT-2000,365 POS System w/MSR,KSK8759,SD-2103809,4/19/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8761,SD-2103812,4/19/2021,C000211,M & M Sales Co. Inc & Southern Fla,FIVES,CFG
SV-0216,Relocation Fee - CFG ,KSK8762,SD-2213697,9/19/2022,C003771,Eurest - Collins Chula Vista,CANTN,EUR
SV-0216,Relocation Fee - CFG ,KSK8763,SD-2213697,9/19/2022,C003771,Eurest - Collins Chula Vista,CANTN,EUR
SV-0216,Relocation Fee - CFG ,KSK8764,SD-2213697,9/19/2022,C003771,Eurest - Collins Chula Vista,CANTN,EUR
SV-0216,Relocation Fee - CFG ,KSK8765,SD-2213697,9/19/2022,C003771,Eurest - Collins Chula Vista,CANTN,EUR
RT-2002,365 Order Station,KSK8768,SD-2104837,5/14/2021,C005138,Concord Hospital,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8769,SD-2105349,5/26/2021,C002131,Sodexo-ADP HQ,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8770,SD-2105745,6/4/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8771,SD-2105745,6/4/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8772,SD-2105809,6/8/2021,C005385,Aramark Corrections_Putnam County,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK8773,SD-2105730,6/4/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8774,SD-2105730,6/4/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8775,SD-2105730,6/4/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8776,SD-2105743,6/4/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8777,SD-2105743,6/4/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8778,SD-2105744,6/4/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8779,SD-2105744,6/4/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8780,SD-2105857,6/9/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8781,SD-2105858,6/9/2021,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8781,SD-2300769,1/13/2023,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8782,SD-2105859,6/9/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8783,SD-2105856,6/9/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8784,SD-2105856,6/9/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8785,SD-2105856,6/9/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8786,SD-2105946,6/14/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8787,SD-2217654,11/23/2022,EMPLOY,Employee Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8788,SD-2105947,6/14/2021,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8788,SD-2300769,1/13/2023,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8789,SD-2105948,6/14/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8790,SD-2105949,6/14/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8791,SD-2105949,6/14/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8792,SD-2105991,6/15/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8793,SD-2105991,6/15/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8794,SD-2105989,6/15/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8795,SD-2105989,6/15/2021,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8796,SD-2105989,6/15/2021,C000116,AVI Food Systems Inc.,AVI,AVI
